,doi,title,authors,published,url,journal,has_fulltext,is_oa,downloaded,downloadable,path,paper_download_status,data_links_keywords,data_availability_statements,code_availability_statements,format,repository,repository_url,download_status,download_date,download_path,data_size,license,data_dir,number_of_files,formats
15,https://doi.org/10.1371/journal.pone.0197932,Predicting perceived level of disturbance of visitors due to crowding in protected areas,"Jasminka Klanjšček, Sunčana Geček, Nina Marn, Tarzan Legović, Tin Klanjšček",2018-06-13,https://storage.googleapis.com/plos-corpus-prod/10.1371/journal.pone.0197932/1/pone.0197932.pdf?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=wombat-sa%40plos-prod.iam.gserviceaccount.com%2F20210218%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20210218T134424Z&X-Goog-Expires=3600&X-Goog-SignedHeaders=host&X-Goog-Signature=717c87a65fba508d96f8c57e2e19feadbb3d89135126873e9763c2b2f0208ca88af9ee31e8cb67f5cd6380cc1f480ba4dee2ce5e0a718fc60d8d52722143dc9ddd282016bc82120e0479b70d30ae8844702e3e70f088e2228b056c1fd57f5c6d2c968260ebf287406d9a370445cc67a50528bf53a1df186401ff794a32af3ba40adc2c18be0ac9498212904b6e928505567152e74e3bf6e433fcbc122e88bf1f2b169ac42a6173c4aa39774544ecff835c8ac2c44bd46d6f3a669c460396c146e065a8f6c751e009cabcf56795d26b2ea04d4582a70635ca48e87ab301b90e5d6c4d09738844259ff415a0a2b786b3aad409893dd8280966318353f87f763094,PLoS ONE,True,True,True,False,/home/domagoj/ecoopentest/Jasminka_Klanjšček_et_al_2018_Predicting_perceived_level_of_disturbance_of_visitors_due_to_crowding_.pdf,downloaded,[],[],"['Dataprocessingofobservedvisitornumberincludedthreemainsteps.First,thetextfile\nwasprocessedtointerpretthebuttoncode(e.g.interpret‘1.1’and‘2.1’asrespectively‘entry’\nPLOSONE|https://doi.org/10.1371/journal.pone.0197932 June13,2018 3/16Predictingperceivedlevelofdisturbanceofvisitorsduetocrowdinginprotectedareas\nFig1.Thelocality:SaltLakeMir.Panel(a):detailsofthelocalityandexperimentalsetup.Boatsindicatelocationofthe\nexcursionshipdocks;blackdotsrepresentthemainentrancetotheLakeMirlocalityandthefootpatharoundtheLake\nMir;graydotsrepresentsmallside-wayentrances;letteredsquaresrepresentthesurveylocations;theareabetweenthe\nsurveylocationsisthebeach.Panel(b):PPTelaˇsćicaintheEuropeanandCroatiancontext.Panel(c):DugiOtokisland\nregion.SolidlinerepresentsthePAboundary,anddottedlinetheareashowninpanel(a).', 'Theordinallogisticregressionisbuiltupontheassumptionthattheeffectofthepredictor\nvariable(X)isthesameforalllogitfunctions.Hence,appropriatenessoftheuseoflogistic\nordinaryregressionwasverifiedbytestingtheassumptiononproportionalodds(parallel\nlogits)underlyingtheregression.Likelihood-ratiotestwasusedtotestagainstthenull\nhypothesisthatthereisnodifferencebetweenmodelwiththesinglescalingparameter(β),\ncomparedtothemodelwithdifferentparametersacrosslogits(β,j=1,...,J−1).Inaddi-\nj\ntion,thefullmodelwastestedagainsttheglobalnullhypothesis(β=0).Allcalculationswere\nperformedusingOrdinalpackage[25]inRSoftware.', 'Software:JasminkaKlanjˇsček,SunčanaGeček.']",[],[],[],no_links,,[],[],unknown,,0,[]
16,https://doi.org/10.3390/jmse10030303,Skin Culturable Microbiota in Farmed European Seabass (Dicentrarchuslabrax) in Two Aquacultures with and without Antibiotic Use,"Ana Ramljak, Irena Vardić Smrzlić, Damir Kapetanović, Fran Barac, Anamarija Kolda, Lorena Perić, Ivana Balenović, Tin Klanjšček, Ana Gavrilović",2022-02-22,https://www.mdpi.com/2077-1312/10/3/303/pdf?version=1647495187,Journal of Marine Science and Engineering,False,True,True,True,/home/domagoj/ecoopentest/Ana_Ramljak_et_al_2022_Skin_Culturable_Microbiota_in_Farmed_European_Seabass__Dicentrarchuslabrax__i.pdf,downloaded,[],[],"['PhylogeneticanalysisofstudiedVibriospeciesthatwasinferredfrompartial16SrRNA\ngene sequences using MEGA11 software—the clades are indicated by brackets.', 'genesequencesusingMEGA11software—thecladesareindicatedbybrackets.J.Mar.Sci.Eng.2022,10,303 12of18\n3.5. AntimicrobialResistanceofBacterialIsolates\nThediscdiffusiontestforsusceptibilityto13antibioticswasperformedusingthetotal\nof145bacterialisolatesfromthetwofishfarms.']",[],[],[],no_links,,[],[],unknown,,0,[]
17,https://doi.org/10.3390/microorganisms10091765,Investigating the Ability of Growth Models to Predict In Situ Vibrio spp. Abundances,"Marija Purgar, Damir Kapetanović, Sunčana Geček, Nina Marn, Ines Haberle, Branimir K. Hackenberger, Ana Gavrilović, Jadranka Pečar-Ilić, Domagoj K. Hackenberger, Tamara Djerdj, Bruno Ćaleta, Tin Klanjšček",2022-08-31,https://www.mdpi.com/2076-2607/10/9/1765/pdf?version=1662610427,Microorganisms,True,True,True,True,/home/domagoj/ecoopentest/Marija_Purgar_et_al_2022_Investigating_the_Ability_of_Growth_Models_to_Predict_In_Situ_Vibrio_spp__A.pdf,downloaded,"['https://cran.r-project.org/web/packages/SciViews/SciViews.pdf', 'https://cran.r-project.org/web/packages/xlsx/xlsx.pdf']",[],"['Finally, tertiary mathematical models are software packages that\ncombineprimaryand/orsecondarymodelsandoftenaddauserinterface[24].', 'Theanalyticalcodecan\nbefoundintheRscriptnameddata_preparation.', 'Theexactanalyticcode\ncanbefoundatZenodo[71].', 'Significancecodesareasfollows: p≤0‘****’,p<0.01‘**’,andp<0.5‘*’.', 'DataAvailabilityStatement: Thefivedatasetsfromliteraturesearchareavailableattheirrespective\nreferences,andthetwonewdatasetsaresubmittedtoPANGAEAopendatarepository(https://www.', 'pangaea.de/),pleasesearchforkeywordsAqADAPTand/orAQUAHEALTH.Thecodeusedto\nperformanalysisandtocreateplotsisdepositedatZenodo,https://doi.org/10.5281/zenodo.7013394\n(accessedon20August2022).', 'The\nfunctionforcalculatingwateractivityfromtheconcentrationofNaCl(%)isavailableinR\nscript“water_activity.R”.Analyticalcodeformodelsimulationscanbefoundinthefollow-\ningscripts: “AqADAPT.R”,“AQUAHEALTH.R”,“Bullington2022.R”,“Froelich2019.R”,\n“Steward2022.R”,“Urquhart2016.R”,and“Williams2017.R”.', 'Parametersusedinsecondarymodelsareavailableintheprovidedcode.', 'CodesforPurgaretal.2022:InvestigatingtheabilityofgrowthmodelstopredictinsituVibriospp.abundances.']","['pdf', 'pdf']","['unknown', 'unknown']","['https://cran.r-project.org/web/packages/SciViews/SciViews.pdf', 'https://cran.r-project.org/web/packages/xlsx/xlsx.pdf']",success,2025-03-10 18:08:43,"['/home/domagoj/ecoopentest_data/Investigating_the_A/cran_r-project_org/data_file.bin', '/home/domagoj/ecoopentest_data/Investigating_the_A/cran_r-project_org/data_file.bin']",[0.18],unknown,/home/domagoj/ecoopentest_data/Investigating_the_A,1,['bin']
18,https://doi.org/10.1016/j.jtbi.2016.05.034,Feedbacks and tipping points in organismal response to oxidative stress,"Tin Klanjšček, E. Müller, Roger M. Nisbet",2016-05-28,https://www.sciencedirect.com/science/article/am/pii/S0022519316301242,Journal of Theoretical Biology,True,True,True,True,/home/domagoj/ecoopentest/Tin_Klanjšček_et_al_2016_Feedbacks_and_tipping_points_in_organismal_response_to_oxidative_stress.pdf,downloaded,[],[],[],[],[],[],no_links,,[],[],unknown,,0,[]
19,https://doi.org/10.1016/j.ecolmodel.2020.109207,Dynamic energy budget of endemic and critically endangered bivalve Pinna nobilis: A mechanistic model for informed conservation,"Ines Haberle, Nina Marn, Sunčana Geček, Tin Klanjšček",2020-08-24,,Ecological Modelling,True,True,True,False,/home/domagoj/ecoopentest/Ines_Haberle_et_al_2020_Dynamic_energy_budget_of_endemic_and_critically_endangered_bivalve_Pinna_nob.pdf,downloaded,[],[],"['Ecological Modelling 434 (2020) 109207\nContents lists available at ScienceDirect\nEcological Modelling\njournal homepage: www.elsevier.com/locate/ecolmodel\nDynamic energy budget of endemic and critically endangered bivalve Pinna\nT\nnobilis: A mechanistic model for informed conservation\nInes Haberlea, Nina Marna,b, Sunčana Gečeka, Tin Klanjšček⁎,a\na Ruđer Bošković Institute, Bijenička cesta 54, Zagreb HR-10002, Croatia\nb School of Biological Sciences, The University of Western Australia, 35 Stirling Highway, Crawley, WA 6009, Australia\nARTICLE INFO ABSTRACT\nKeywords: The noble pen shell Pinna nobilis L.', 'The site-specific ultimate size used to estimate\nWe used DEBtool package (https://add-my-pet.github.io/DEBtool_\nf, 69 cm, was taken from Davenport et al.', 'Sunčana Geček: Methodology, Software, Formal Croatian Science Foundation through Young Researchers’ Career\nanalysis, Writing - review & editing.']",[],[],[],no_links,,[],[],unknown,,0,[]
20,https://doi.org/10.1093/conphys/coac031,Physiological performance of native and invasive crayfish species in a changing environment: insights from Dynamic Energy Budget models,"Nina Marn, Sandra Hudina, Ines Haberle, Ana Dobrović, Tin Klanjšček",2022-01-01,,Conservation Physiology,False,True,True,True,/home/domagoj/ecoopentest/Nina_Marn_et_al_2022_Physiological_performance_of_native_and_invasive_crayfish_species_in_a_changing.pdf,downloaded,[],[],"['appliedfor(T>T )\nH 1+exp TAH−TAH ref\nTH T\nacodedasfunctiontempcorr.minsoftwarepackageDEBtool_M(DEBtool,2021)\nspeciesoptimumtemperaturenicheand5-parametercorrec- whereXisanabundanceoffoodofcertainqualityandK is\nX\ntionc(5) whenratesarecorrectedtoatemperature-inducing thehalf-saturation(cid:8)cons(cid:9)tantdefinedbythemetabolismofthe\norganT ismal stress.Values for the optimal temperature niche individual:K X = p˙ Am /(κ X·F˙ m)(forparameterdescription\nwere taken from the literature: 11–17◦ C for A.', 'Parameters were estimated separately for each species\nrangingfromzero(nofood)to1(abundantfood),i.e.itisa using MATLAB, by running the freely available software\nsaturatingfunctionoffoodabundance package AmPtool (AmPtool, 2021) and routines in its sup-\nporting package DEBtool_M (DEBtool, 2021).', 'The variability\nDataAvailabilityStatement\ncan be reproduced to an extent when sufficient information\nonmaindriversofinter-individualvariabilityisavailable.The The data and code underlying this article are available in\ndriverscaneitherbeexternal,suchasfoodortemperature— the Add-my-Pet library (AmP, 2021) at https://bio.vu.nl/thb/\nasexploredhere—orphysiological,e.g.differentmaintenance\ndeb/deblab/add_my_pet/entries_webandcanbeaccesseddirectly\ncosts, assimilation efficiency, reproduction investment, etc.', 'tionsofAstacusastacusandPacifastacusleniusculusinanisolated\nDEBtool(2021)SoftwarepackageDEBtool_M.https://github.com/add-\npond.Oikos22:373–380.', 'AmPtool (2021) Software package AmPtool.', 'https://github.com/add-\nDragicˇevic´,P.,Faller,M.,Kutlesˇa,P.,andHudina,S.(2020)Updateonthe\nmy-pet/AmPtool.']",[],[],[],no_links,,[],[],unknown,,0,[]
21,https://doi.org/10.1016/j.seares.2011.04.004,Entrainment of cell division in phytoplankton with dynamic energy budgets,"E. Müller, Bharath Ananthasubramaniam, Tin Klanjšček, Roger M. Nisbet",2011-04-22,,Journal of Sea Research,True,False,True,True,/home/domagoj/ecoopentest/E__Müller_et_al_2011_Entrainment_of_cell_division_in_phytoplankton_with_dynamic_energy_budgets.pdf,downloaded,[],[],[],[],[],[],no_links,,[],[],unknown,,0,[]
22,https://doi.org/10.1021/acs.est.6b06618,Host–Symbiont Interaction Model Explains Non-monotonic Response of Soybean Growth and Seed Production to Nano-CeO<sub>2</sub> Exposure,"Tin Klanjšček, E. Müller, Patricia A. Holden, Roger M. Nisbet",2017-03-25,,Environmental Science & Technology,True,False,True,True,/home/domagoj/ecoopentest/Tin_Klanjšček_et_al_2017_Host_Symbiont_Interaction_Model_Explains_Non_monotonic_Response_of_Soybean_.pdf,downloaded,[],[],[],[],[],[],no_links,,[],[],unknown,,0,[]
23,https://doi.org/10.1016/j.jtbi.2010.02.017,Effects of life history variation on vertical transfer of toxicants in marine mammals,"Erik G. Noonburg, Roger M. Nisbet, Tin Klanjšček",2010-02-19,,Journal of Theoretical Biology,True,False,True,True,/home/domagoj/ecoopentest/Erik_G__Noonburg_et_al_2010_Effects_of_life_history_variation_on_vertical_transfer_of_toxicants_in_m.pdf,downloaded,[],[],[],[],[],[],no_links,,[],[],unknown,,0,[]
24,https://doi.org/10.3897/neobiota.77.87474,﻿Recurring infection by crayfish plague pathogen only marginally affects survival and growth of marbled crayfish,"Ana Dobrović, Sunčana Geček, Tin Klanjšček, Ines Haberle, Paula Dragičević, Dora Pavić, Ana Petelinec, Ljudevit Luka Boštjančić, Lena Bonassin, Kathrin Theißinger, Sandra Hudina",2022-11-02,https://neobiota.pensoft.net/article/87474/download/pdf/,NeoBiota,False,True,True,True,/home/domagoj/ecoopentest/Ana_Dobrović_et_al_2022__Recurring_infection_by_crayfish_plague_pathogen_only_marginally_affects_sur.pdf,downloaded,[],['Data availability\nData are permanently deposited in an open repository (Dryad: https://doi.org/10.5061/\ndryad.3xsj3txkp).'],"['Data availability\nData are permanently deposited in an open repository (Dryad: https://doi.org/10.5061/\ndryad.3xsj3txkp).', 'Journal of\nStatistical Software 25(1): 1–18.', 'R package ver-\nsion 0.9.1, https://github.com/droglenc/FSA\nPeugh JL (2010) A practical guide to multilevel modeling.']",[],[],[],no_links,,[],[],unknown,,0,[]
